transactions_id,sale_date,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,sale_time
7,2023-07-06,38,Male,46,Clothing,2,25,13.25,50,06:24:00
119,2023-09-01,127,Female,60,Clothing,3,50,27.5,150,09:11:00
278,2023-12-22,71,Female,37,Clothing,4,25,13.5,100,11:42:00
1007,2023-06-09,15,Male,46,Clothing,2,25,11.5,50,10:09:00
1119,2023-11-19,1,Female,60,Clothing,3,50,25.5,150,09:36:00
1278,2023-07-19,28,Female,37,Clothing,4,25,6.75,100,06:19:00
117,2023-08-04,8,Male,19,Electronics,2,500,230,1000,11:38:00
1117,2023-09-11,144,Male,19,Electronics,2,500,210,1000,07:48:00
442,2023-06-30,24,Female,60,Clothing,4,25,13.25,100,11:07:00
590,2023-05-04,151,Male,36,Clothing,3,300,135,900,11:52:00
607,2023-05-05,109,Male,54,Clothing,3,25,13.25,75,09:33:00
1442,2023-02-16,96,Female,60,Clothing,4,25,11.25,100,11:02:00
1590,2023-08-10,142,Male,36,Clothing,3,300,147,900,09:39:00
1607,2023-01-16,53,Male,54,Clothing,3,25,7.75,75,10:18:00
436,2023-10-22,21,Female,57,Clothing,4,30,13.5,120,11:54:00
942,2023-12-01,35,Male,51,Clothing,3,500,160,1500,09:22:00
1436,2023-01-20,1,Female,57,Clothing,4,30,9.9,120,11:29:00
1942,2023-09-16,112,Male,51,Clothing,3,500,265,1500,11:53:00
659,2023-06-09,75,Female,39,Electronics,1,30,8.1,30,06:08:00
941,2023-04-28,39,Female,57,Clothing,2,25,6.5,50,09:58:00
1659,2023-07-27,22,Female,39,Electronics,1,30,9,30,09:29:00
1941,2023-01-06,48,Female,57,Clothing,2,25,12,50,06:14:00
136,2023-12-26,25,Male,44,Electronics,2,300,141,600,08:59:00
175,2023-01-25,23,Female,31,Electronics,4,25,12.5,100,10:02:00
663,2023-08-16,133,Male,23,Clothing,4,300,87,1200,06:32:00
748,2023-03-01,132,Male,25,Clothing,3,50,24,150,09:35:00
806,2023-01-22,14,Female,35,Beauty,3,300,165,900,08:08:00
1136,2023-07-02,93,Male,44,Electronics,2,300,81,600,08:41:00
1175,2023-06-02,103,Female,31,Electronics,4,25,11.5,100,06:38:00
1663,2023-12-07,33,Male,23,Clothing,4,300,81,1200,07:04:00
1748,2023-03-02,119,Male,25,Clothing,3,50,15.5,150,10:24:00
1806,2023-06-14,61,Female,35,Beauty,3,300,102,900,10:13:00
38,2023-02-25,147,Male,38,Beauty,4,50,26,200,11:39:00
313,2023-12-16,11,Female,55,Beauty,3,500,140,1500,10:03:00
402,2023-07-12,63,Female,41,Clothing,2,300,135,600,08:45:00
459,2023-05-23,122,Male,28,Clothing,4,300,75,1200,07:12:00
1038,2023-12-30,11,Male,38,Beauty,4,50,20.5,200,09:09:00
1313,2023-06-04,10,Female,55,Beauty,3,500,170,1500,09:22:00
1402,2023-06-24,110,Female,41,Clothing,2,300,156,600,06:47:00
1459,2023-11-10,13,Male,28,Clothing,4,300,144,1200,06:46:00
161,2023-07-01,104,Male,64,Beauty,2,500,195,1000,06:58:00
328,2023-10-29,9,Male,39,Beauty,2,50,27,100,06:56:00
383,2023-03-24,64,Female,46,Beauty,3,30,7.8,90,08:53:00
973,2023-09-03,51,Male,60,Clothing,1,50,13,50,08:44:00
978,2023-07-27,16,Female,53,Clothing,3,50,19,150,09:58:00
1161,2023-06-29,30,Male,64,Beauty,2,500,160,1000,11:06:00
1328,2023-12-10,60,Male,39,Beauty,2,50,24.5,100,07:49:00
1383,2023-09-06,68,Female,46,Beauty,3,30,14.1,90,09:13:00
1973,2023-08-19,22,Male,60,Clothing,1,50,21.5,50,10:10:00
1978,2023-08-31,41,Female,53,Clothing,3,50,15.5,150,11:59:00
33,2023-12-24,33,Female,50,Electronics,2,50,21,100,07:40:00
138,2023-04-27,127,Male,49,Clothing,4,50,26.5,200,10:56:00
471,2023-03-08,136,Male,32,Clothing,3,50,13,150,10:21:00
636,2023-05-09,60,Female,21,Beauty,3,500,230,1500,06:15:00
1033,2023-04-12,32,Female,50,Electronics,2,50,19,100,06:52:00
1138,2023-10-16,27,Male,49,Clothing,4,50,14.5,200,11:59:00
1471,2023-06-25,30,Male,32,Clothing,3,50,13,150,10:34:00
1636,2023-07-22,50,Female,21,Beauty,3,500,150,1500,11:26:00
177,2023-03-24,30,Male,45,Beauty,2,50,26.5,100,08:40:00
426,2023-12-13,137,Male,23,Electronics,3,50,12.5,150,08:11:00
1177,2023-02-20,89,Male,45,Beauty,2,50,15,100,09:19:00
1426,2023-12-12,114,Male,23,Electronics,3,50,25,150,11:32:00
76,2023-09-09,70,Female,22,Electronics,2,50,14.5,100,07:33:00
91,2023-04-14,152,Female,55,Electronics,1,500,235,500,06:31:00
461,2023-07-18,21,Female,18,Beauty,2,500,265,1000,10:33:00
764,2023-11-07,47,Female,40,Clothing,1,25,11.25,25,08:46:00
1076,2023-07-14,99,Female,22,Electronics,2,50,15,100,11:09:00
1091,2023-07-15,139,Female,55,Electronics,1,500,235,500,08:46:00
1461,2023-05-01,63,Female,18,Beauty,2,500,180,1000,08:43:00
1764,2023-11-02,13,Female,40,Clothing,1,25,11.75,25,11:04:00
202,2023-01-25,61,Female,34,Clothing,4,300,120,1200,06:24:00
301,2023-07-30,104,Male,30,Clothing,4,30,9.6,120,10:58:00
703,2023-07-31,140,Male,34,Electronics,2,50,18.5,100,09:56:00
1202,2023-11-13,89,Female,34,Clothing,4,300,144,1200,06:56:00
1301,2023-09-24,70,Male,30,Clothing,4,30,10.5,120,09:58:00
1703,2023-06-10,2,Male,34,Electronics,2,50,17,100,08:36:00
294,2023-10-09,89,Female,23,Clothing,3,30,15.3,90,09:24:00
760,2023-06-26,14,Male,27,Beauty,1,500,125,500,07:59:00
1294,2023-01-24,8,Female,23,Clothing,3,30,10.5,90,11:24:00
1760,2023-08-23,44,Male,27,Beauty,1,500,230,500,07:26:00
575,2023-12-12,14,Male,60,Clothing,2,50,23,100,10:29:00
1575,2023-07-28,26,Male,60,Clothing,2,50,22.5,100,11:54:00
88,2023-02-16,122,Male,56,Clothing,1,500,185,500,08:31:00
1088,2023-09-14,6,Male,56,Clothing,1,500,155,500,07:00:00
975,2023-01-09,145,Female,56,Clothing,4,50,19.5,200,07:41:00
1975,2023-08-21,63,Female,56,Clothing,4,50,25.5,200,10:48:00
553,2023-03-20,106,Male,24,Clothing,4,300,81,1200,06:17:00
1553,2023-01-29,42,Male,24,Clothing,4,300,99,1200,08:46:00
462,2023-08-26,71,Male,63,Electronics,4,300,132,1200,10:04:00
614,2023-02-13,61,Female,39,Beauty,4,300,120,1200,06:28:00
808,2023-11-22,30,Male,33,Beauty,4,500,195,2000,07:18:00
1462,2023-11-13,124,Male,63,Electronics,4,300,114,1200,10:42:00
1614,2023-08-23,135,Female,39,Beauty,4,300,105,1200,11:37:00
1808,2023-02-12,109,Male,33,Beauty,4,500,210,2000,10:48:00
166,2023-01-28,32,Male,34,Clothing,4,500,225,2000,11:42:00
465,2023-02-22,40,Female,43,Electronics,3,50,15.5,150,11:52:00
502,2023-07-22,31,Male,43,Electronics,3,50,22.5,150,11:00:00
905,2023-10-01,96,Male,58,Beauty,1,300,111,300,06:27:00
1166,2023-07-19,65,Male,34,Clothing,4,500,245,2000,07:45:00
1465,2023-04-17,131,Female,43,Electronics,3,50,26,150,09:36:00
1502,2023-04-08,152,Male,43,Electronics,3,50,18,150,08:30:00
1905,2023-08-29,26,Male,58,Beauty,1,300,102,300,06:07:00
280,2023-11-17,76,Female,37,Clothing,3,500,240,1500,09:35:00
719,2023-07-02,37,Female,42,Clothing,2,30,12,60,07:19:00
834,2023-11-26,13,Female,56,Beauty,2,30,14.7,60,06:55:00
1280,2023-08-24,116,Female,37,Clothing,3,500,255,1500,09:15:00
1719,2023-12-28,4,Female,42,Clothing,2,30,10.8,60,07:29:00
1834,2023-04-14,102,Female,56,Beauty,2,30,12.9,60,06:53:00
891,2023-01-09,24,Male,41,Electronics,3,300,99,900,06:43:00
928,2023-11-05,54,Female,35,Clothing,4,300,90,1200,10:20:00
1891,2023-12-22,81,Male,41,Electronics,3,300,105,900,06:11:00
1928,2023-07-29,93,Female,35,Clothing,4,300,75,1200,06:39:00
332,2023-04-24,138,Male,58,Electronics,4,300,105,1200,11:28:00
1332,2023-12-04,146,Male,58,Electronics,4,300,123,1200,10:02:00
255,2023-10-15,19,Male,48,Clothing,1,30,14.7,30,11:44:00
275,2023-03-05,2,Male,43,Clothing,2,500,260,1000,11:34:00
314,2023-10-15,1,Male,52,Clothing,4,30,7.8,120,07:37:00
517,2023-08-20,3,Female,47,Clothing,4,25,9.25,100,08:54:00
847,2023-01-10,2,Female,18,Electronics,4,300,162,1200,08:42:00
1255,2023-01-20,4,Male,48,Clothing,1,30,7.8,30,07:08:00
1275,2023-03-02,5,Male,43,Clothing,2,500,250,1000,08:48:00
1314,2023-05-23,2,Male,52,Clothing,4,30,16.2,120,10:26:00
1517,2023-02-21,2,Female,47,Clothing,4,25,6.75,100,08:46:00
1847,2023-07-28,5,Female,18,Electronics,4,300,123,1200,07:14:00
61,2023-07-07,4,Male,21,Beauty,4,50,20,200,11:47:00
274,2023-04-14,4,Female,23,Clothing,2,500,150,1000,07:12:00
486,2023-12-02,4,Female,35,Electronics,1,25,6.5,25,09:47:00
548,2023-04-14,4,Female,51,Clothing,2,30,15.6,60,07:00:00
886,2023-12-11,4,Male,37,Electronics,3,300,165,900,11:25:00
892,2023-09-13,1,Male,20,Electronics,1,50,24,50,11:39:00
1061,2023-09-18,3,Male,21,Beauty,4,50,12.5,200,07:56:00
1274,2023-10-06,2,Female,23,Clothing,2,500,185,1000,09:01:00
1486,2023-11-22,4,Female,35,Electronics,1,25,8.75,25,08:58:00
1548,2023-01-13,1,Female,51,Clothing,2,30,12.6,60,08:15:00
1886,2023-07-26,1,Male,37,Electronics,3,300,147,900,11:51:00
1892,2023-10-01,3,Male,20,Electronics,1,50,23.5,50,07:22:00
601,2023-06-05,5,Male,19,Clothing,1,30,13.2,30,09:23:00
901,2023-08-02,2,Male,31,Electronics,1,30,12,30,06:38:00
1601,2023-09-14,1,Male,19,Clothing,1,30,13.5,30,11:48:00
1901,2023-11-29,4,Male,31,Electronics,1,30,8.4,30,11:05:00
527,2023-04-21,1,Male,57,Clothing,2,25,11.5,50,11:35:00
1527,2023-09-29,1,Male,57,Clothing,2,25,11.75,50,08:30:00
23,2023-09-28,4,Female,35,Clothing,4,30,14.7,120,07:05:00
174,2023-11-15,2,Female,39,Beauty,1,300,126,300,06:07:00
589,2023-07-08,5,Female,36,Beauty,2,500,145,1000,07:11:00
774,2023-11-06,2,Female,40,Clothing,2,25,6.5,50,09:04:00
1000,2023-04-01,1,Male,47,Electronics,4,30,8.4,120,10:22:00
1023,2023-05-23,5,Female,35,Clothing,4,30,8.1,120,08:40:00
1174,2023-05-17,2,Female,39,Beauty,1,300,132,300,06:55:00
1589,2023-07-01,5,Female,36,Beauty,2,500,145,1000,06:30:00
1774,2023-03-09,2,Female,40,Clothing,2,25,8,50,06:48:00
2000,2023-03-31,4,Male,47,Electronics,4,30,10.8,120,06:38:00
210,2023-10-07,2,Male,37,Electronics,4,50,19,200,08:50:00
478,2023-07-24,3,Female,58,Clothing,2,30,8.1,60,11:13:00
745,2023-08-14,3,Male,54,Beauty,2,50,17,100,07:30:00
1210,2023-03-10,5,Male,37,Electronics,4,50,12.5,200,10:02:00
1478,2023-08-31,1,Female,58,Clothing,2,30,13.5,60,09:18:00
1745,2023-09-28,4,Male,54,Beauty,2,50,21,100,10:38:00
354,2023-12-16,5,Female,49,Beauty,4,50,24.5,200,07:58:00
408,2023-12-22,4,Female,64,Beauty,1,500,140,500,08:18:00
1354,2023-09-17,5,Female,49,Beauty,4,50,26.5,200,09:34:00
1408,2023-08-28,2,Female,64,Beauty,1,500,250,500,08:17:00
674,2023-03-30,2,Female,38,Clothing,1,300,84,300,11:10:00
1674,2023-11-22,1,Female,38,Clothing,1,300,123,300,09:21:00
967,2023-08-04,4,Male,62,Beauty,1,25,13.25,25,10:13:00
1967,2023-02-23,4,Male,62,Beauty,1,25,12.25,25,08:28:00
79,2023-04-13,1,Male,34,Beauty,1,300,96,300,10:15:00
406,2023-04-01,3,Female,22,Beauty,4,25,11,100,11:50:00
450,2023-12-01,2,Female,59,Beauty,2,25,11,50,06:35:00
562,2023-11-09,3,Male,54,Electronics,2,25,7.25,50,09:26:00
1079,2023-08-21,1,Male,34,Beauty,1,300,117,300,06:45:00
1406,2023-06-22,2,Female,22,Beauty,4,25,10,100,08:45:00
1450,2023-07-16,1,Female,59,Beauty,2,25,10.25,50,08:52:00
1562,2023-11-26,5,Male,54,Electronics,2,25,12.75,50,10:21:00
108,2023-01-24,5,Female,27,Beauty,3,25,13.5,75,09:38:00
111,2023-04-15,5,Female,34,Electronics,3,500,130,1500,09:45:00
207,2023-08-06,3,Female,42,Beauty,2,25,10.25,50,08:34:00
724,2023-06-14,3,Male,61,Clothing,3,50,20,150,06:56:00
836,2023-06-21,2,Female,22,Clothing,1,50,27.5,50,06:32:00
969,2023-11-27,2,Female,40,Clothing,3,300,84,900,11:47:00
1108,2023-07-08,1,Female,27,Beauty,3,25,10,75,10:27:00
1111,2023-04-30,2,Female,34,Electronics,3,500,185,1500,21:34:00
1207,2023-06-30,3,Female,42,Beauty,2,25,10,50,21:48:00
1724,2023-09-15,4,Male,61,Clothing,3,50,17,150,20:53:00
1836,2023-02-13,3,Female,22,Clothing,1,50,23.5,50,17:19:00
1969,2023-03-05,4,Female,40,Clothing,3,300,126,900,19:34:00
246,2023-12-07,4,Female,48,Electronics,2,25,13.25,50,20:05:00
298,2023-10-05,3,Male,27,Beauty,4,300,84,1200,19:05:00
374,2023-10-27,4,Female,59,Beauty,3,25,7.75,75,17:45:00
572,2023-12-13,5,Male,31,Clothing,4,500,185,2000,18:33:00
665,2023-10-03,1,Male,57,Clothing,1,50,19,50,22:49:00
1246,2023-04-26,3,Female,48,Electronics,2,25,11.5,50,22:54:00
1298,2023-05-02,1,Male,27,Beauty,4,300,120,1200,19:51:00
1374,2023-03-23,3,Female,59,Beauty,3,25,8.25,75,22:03:00
1572,2023-06-18,1,Male,31,Clothing,4,500,175,2000,22:20:00
1665,2023-11-01,4,Male,57,Clothing,1,50,14,50,19:38:00
39,2023-07-11,5,Male,23,Clothing,4,30,8.7,120,22:44:00
893,2023-04-29,1,Male,49,Electronics,1,50,17,50,18:52:00
1039,2023-12-03,1,Male,23,Clothing,4,30,13.8,120,20:01:00
1893,2023-02-25,3,Male,49,Electronics,1,50,22.5,50,17:04:00
17,2023-02-25,3,Female,27,Clothing,4,25,13,100,21:08:00
316,2023-02-01,3,Female,48,Clothing,2,25,13.75,50,17:25:00
755,2023-11-27,1,Female,58,Clothing,3,25,6.75,75,20:07:00
1017,2023-09-05,2,Female,27,Clothing,4,25,12,100,18:41:00
1316,2023-07-21,1,Female,48,Clothing,2,25,11.75,50,17:11:00
1755,2023-05-23,2,Female,58,Clothing,3,25,8,75,21:47:00
28,2023-12-11,3,Female,43,Beauty,1,500,150,500,22:34:00
98,2023-04-09,1,Female,55,Beauty,2,50,19.5,100,19:41:00
129,2023-04-17,1,Female,21,Beauty,2,300,75,600,17:42:00
230,2023-03-26,5,Male,54,Beauty,1,25,12.5,25,17:44:00
613,2023-05-08,2,Female,52,Clothing,3,30,11.4,90,17:23:00
691,2023-05-12,5,Female,51,Clothing,3,30,14.7,90,21:09:00
693,2023-06-08,1,Male,41,Beauty,3,500,270,1500,17:12:00
1028,2023-03-09,1,Female,43,Beauty,1,500,250,500,18:09:00
1098,2023-07-06,3,Female,55,Beauty,2,50,19.5,100,22:34:00
1129,2023-09-08,1,Female,21,Beauty,2,300,156,600,21:46:00
1230,2023-12-04,1,Male,54,Beauty,1,25,13.25,25,21:24:00
1613,2023-12-14,4,Female,52,Clothing,3,30,9.9,90,21:58:00
1691,2023-01-07,1,Female,51,Clothing,3,30,13.5,90,20:01:00
1693,2023-02-20,1,Male,41,Beauty,3,500,130,1500,18:21:00
477,2023-12-03,3,Male,43,Clothing,4,30,16.2,120,17:24:00
863,2023-11-12,4,Female,30,Electronics,2,25,11.25,50,22:40:00
1477,2023-01-08,3,Male,43,Clothing,4,30,15.6,120,21:59:00
1863,2023-05-26,4,Female,30,Electronics,2,25,10,50,22:33:00
6,2023-11-15,2,Female,45,Beauty,1,30,15,30,22:16:00
483,2023-02-06,2,Male,55,Clothing,1,30,8.4,30,17:25:00
738,2023-02-05,5,Male,41,Clothing,2,50,26,100,18:24:00
1006,2023-10-29,2,Female,45,Beauty,1,30,14.1,30,19:23:00
1483,2023-03-05,1,Male,55,Clothing,1,30,8.7,30,19:53:00
1738,2023-11-12,1,Male,41,Clothing,2,50,16,100,21:33:00
222,2023-01-07,4,Male,51,Clothing,4,30,10.5,120,18:56:00
588,2023-10-18,5,Male,38,Electronics,2,30,13.8,60,17:54:00
953,2023-07-02,1,Male,45,Beauty,3,30,12.6,90,17:58:00
1222,2023-09-17,3,Male,51,Clothing,4,30,11.1,120,18:15:00
1588,2023-06-25,4,Male,38,Electronics,2,30,13.2,60,21:29:00
1953,2023-05-15,3,Male,45,Beauty,3,30,10.2,90,17:34:00
66,2023-06-18,3,Female,45,Electronics,1,30,9,30,22:49:00
482,2023-08-12,3,Female,28,Clothing,4,300,141,1200,18:57:00
903,2023-07-27,3,Female,51,Beauty,4,50,14,200,22:14:00
1066,2023-10-06,4,Female,45,Electronics,1,30,8.4,30,18:11:00
1482,2023-02-10,1,Female,28,Clothing,4,300,114,1200,22:22:00
1903,2023-07-27,5,Female,51,Beauty,4,50,19,200,21:44:00
102,2023-04-17,5,Female,47,Beauty,2,25,7.25,50,21:34:00
228,2023-04-03,4,Female,59,Electronics,2,30,10.8,60,20:26:00
236,2023-04-01,5,Female,54,Clothing,1,25,6.5,25,22:18:00
1102,2023-08-21,5,Female,47,Beauty,2,25,6.5,50,18:04:00
1228,2023-06-24,5,Female,59,Electronics,2,30,11.4,60,21:37:00
1236,2023-08-09,4,Female,54,Clothing,1,25,8.75,25,18:19:00
660,2023-07-29,2,Female,38,Beauty,2,500,270,1000,18:46:00
884,2023-02-18,1,Female,26,Clothing,2,30,7.5,60,20:31:00
987,2023-11-08,1,Female,30,Clothing,3,300,165,900,18:45:00
1660,2023-09-23,2,Female,38,Beauty,2,500,160,1000,20:27:00
1884,2023-07-09,2,Female,26,Clothing,2,30,11.4,60,21:45:00
1987,2023-05-26,2,Female,30,Clothing,3,300,129,900,18:18:00
18,2023-09-06,5,Female,47,Electronics,2,25,12.5,50,19:13:00
69,2023-11-14,1,Female,56,Beauty,3,25,8.5,75,22:44:00
995,2023-03-04,4,Female,41,Clothing,1,30,9.9,30,22:38:00
1018,2023-07-06,4,Female,47,Electronics,2,25,13,50,19:13:00
1069,2023-10-13,2,Female,56,Beauty,3,25,6.75,75,19:05:00
1995,2023-12-10,5,Female,41,Clothing,1,30,14.7,30,22:18:00
337,2023-08-22,1,Male,38,Clothing,1,500,275,500,17:56:00
585,2023-06-06,3,Female,24,Clothing,1,25,13.75,25,21:49:00
652,2023-10-31,4,Female,34,Beauty,2,50,20.5,100,17:05:00
1337,2023-07-21,2,Male,38,Clothing,1,500,225,500,19:56:00
1585,2023-10-05,2,Female,24,Clothing,1,25,7.25,25,20:00:00
1652,2023-11-16,2,Female,34,Beauty,2,50,20.5,100,20:00:00
242,2023-10-01,1,Male,21,Clothing,1,25,8,25,18:28:00
293,2023-05-27,4,Male,50,Electronics,3,30,9.6,90,19:04:00
460,2023-05-01,2,Male,40,Beauty,1,50,19,50,23:00:00
1242,2023-11-27,5,Male,21,Clothing,1,25,11.25,25,18:32:00
1293,2023-07-01,3,Male,50,Electronics,3,30,14.1,90,18:52:00
1460,2023-01-25,4,Male,40,Beauty,1,50,22,50,19:42:00
188,2023-08-31,3,Male,40,Clothing,3,25,8.5,75,18:50:00
357,2023-05-18,4,Female,40,Electronics,3,25,7.5,75,18:57:00
646,2023-05-26,3,Male,38,Clothing,3,30,13.5,90,21:02:00
749,2023-07-26,2,Male,42,Beauty,1,30,8.4,30,20:33:00
974,2023-12-28,3,Male,47,Beauty,1,30,11.7,30,18:39:00
1188,2023-06-04,2,Male,40,Clothing,3,25,10.75,75,22:43:00
1357,2023-03-20,3,Female,40,Electronics,3,25,11.5,75,19:14:00
1646,2023-01-18,1,Male,38,Clothing,3,30,15.6,90,19:43:00
1749,2023-05-07,2,Male,42,Beauty,1,30,9,30,19:55:00
1974,2023-02-19,3,Male,47,Beauty,1,30,12.9,30,20:20:00
190,2023-01-25,2,Female,60,Beauty,3,30,10.5,90,17:56:00
849,2023-06-25,5,Male,32,Clothing,2,25,12.5,50,19:33:00
853,2023-05-14,3,Male,21,Beauty,2,500,155,1000,22:29:00
1190,2023-09-29,4,Female,60,Beauty,3,30,10.8,90,21:00:00
1849,2023-07-21,1,Male,32,Clothing,2,25,12,50,22:42:00
1853,2023-05-29,2,Male,21,Beauty,2,500,190,1000,18:39:00
252,2023-05-05,1,Male,54,Electronics,1,300,84,300,17:37:00
606,2023-06-13,2,Male,22,Electronics,1,50,19.5,50,20:19:00
779,2023-05-15,3,Female,56,Electronics,2,500,155,1000,19:19:00
824,2023-02-25,3,Male,63,Clothing,4,30,9.3,120,19:10:00
866,2023-07-06,4,Male,24,Electronics,1,50,22.5,50,18:16:00
1252,2023-12-30,5,Male,54,Electronics,1,300,117,300,20:18:00
1606,2023-10-19,2,Male,22,Electronics,1,50,26.5,50,19:52:00
1779,2023-01-02,3,Female,56,Electronics,2,500,190,1000,19:45:00
1824,2023-01-24,4,Male,63,Clothing,4,30,12.6,120,20:19:00
1866,2023-08-17,5,Male,24,Electronics,1,50,20,50,22:38:00
5,2023-09-05,3,Male,30,Beauty,2,50,24,100,22:10:00
90,2023-09-10,3,Female,51,Electronics,1,30,13.5,30,17:53:00
380,2023-08-30,2,Male,56,Electronics,2,300,102,600,22:26:00
593,2023-01-18,2,Male,35,Electronics,2,30,13.2,60,22:05:00
820,2023-02-17,1,Male,49,Electronics,4,50,24,200,22:49:00
1005,2023-08-12,2,Male,30,Beauty,2,50,17.5,100,20:38:00
1090,2023-02-18,4,Female,51,Electronics,1,30,7.5,30,19:54:00
1380,2023-02-09,3,Male,56,Electronics,2,300,159,600,19:45:00
1593,2023-02-24,5,Male,35,Electronics,2,30,14.4,60,22:39:00
1820,2023-05-13,1,Male,49,Electronics,4,50,22,200,21:31:00
120,2023-03-31,4,Male,60,Beauty,1,50,12.5,50,19:35:00
221,2023-11-27,3,Male,39,Beauty,2,300,111,600,21:01:00
341,2023-01-20,5,Male,31,Clothing,4,50,18.5,200,17:06:00
640,2023-12-25,3,Female,51,Electronics,4,30,12.6,120,20:05:00
744,2023-05-23,1,Male,40,Electronics,1,25,6.5,25,18:02:00
1120,2023-03-02,4,Male,60,Beauty,1,50,26.5,50,19:32:00
1221,2023-09-14,5,Male,39,Beauty,2,300,114,600,22:57:00
1341,2023-01-30,1,Male,31,Clothing,4,50,21,200,22:10:00
1640,2023-06-10,5,Female,51,Electronics,4,30,14.1,120,19:44:00
1744,2023-07-07,4,Male,40,Electronics,1,25,8.75,25,21:49:00
273,2023-09-26,1,Female,22,Beauty,1,50,14.5,50,20:24:00
283,2023-06-01,3,Female,18,Electronics,1,500,165,500,20:08:00
452,2023-01-30,4,Female,48,Clothing,3,500,240,1500,22:41:00
469,2023-03-21,4,Male,18,Beauty,3,25,8.75,75,19:24:00
620,2023-11-06,4,Male,63,Electronics,3,25,7,75,20:59:00
946,2023-08-08,2,Male,62,Electronics,4,500,235,2000,20:15:00
1273,2023-06-20,1,Female,22,Beauty,1,50,25.5,50,20:39:00
1283,2023-10-14,1,Female,18,Electronics,1,500,130,500,20:15:00
1452,2023-08-06,3,Female,48,Clothing,3,500,185,1500,17:41:00
1469,2023-12-08,3,Male,18,Beauty,3,25,12.5,75,17:22:00
1620,2023-02-03,5,Male,63,Electronics,3,25,7.75,75,22:48:00
1946,2023-07-27,5,Male,62,Electronics,4,500,165,2000,20:48:00
148,2023-07-03,5,Male,18,Clothing,2,30,9.9,60,20:39:00
414,2023-05-10,1,Male,48,Beauty,4,25,9.75,100,19:40:00
883,2023-08-20,5,Male,40,Electronics,1,500,245,500,20:43:00
1148,2023-08-11,2,Male,18,Clothing,2,30,10.8,60,22:04:00
1414,2023-11-22,4,Male,48,Beauty,4,25,11.25,100,21:28:00
1883,2023-09-20,3,Male,40,Electronics,1,500,200,500,17:54:00
731,2023-09-30,1,Male,54,Clothing,4,500,165,2000,18:49:00
930,2023-01-12,1,Male,54,Clothing,4,50,26,200,17:54:00
1731,2023-12-19,3,Male,54,Clothing,4,500,195,2000,17:41:00
1930,2023-12-21,5,Male,54,Clothing,4,50,13,200,19:58:00
518,2023-07-31,2,Female,40,Clothing,1,30,16.2,30,17:01:00
1518,2023-05-18,3,Female,40,Clothing,1,30,12.6,30,20:03:00
758,2023-04-23,1,Male,64,Clothing,4,25,6.75,100,18:30:00
1758,2023-07-22,3,Male,64,Clothing,4,25,7.5,100,18:19:00
639,2023-08-01,4,Female,62,Beauty,4,50,26.5,200,19:47:00
838,2023-09-30,1,Male,47,Electronics,2,300,153,600,21:20:00
1639,2023-12-20,5,Female,62,Beauty,4,50,24,200,18:13:00
1838,2023-06-28,4,Male,47,Electronics,2,300,102,600,17:06:00
353,2023-03-18,5,Male,31,Electronics,1,500,270,500,21:35:00
501,2023-06-28,2,Male,39,Electronics,2,30,9,60,20:21:00
721,2023-06-23,5,Female,52,Clothing,1,500,145,500,17:10:00
1353,2023-09-04,3,Male,31,Electronics,1,500,235,500,21:59:00
1501,2023-01-31,1,Male,39,Electronics,2,30,13.5,60,18:00:00
1721,2023-01-21,3,Female,52,Clothing,1,500,215,500,22:42:00
123,2023-08-11,3,Female,40,Electronics,2,30,11.7,60,19:00:00
164,2023-02-28,3,Female,47,Beauty,3,500,185,1500,18:26:00
425,2023-06-11,2,Female,55,Electronics,4,30,15.6,120,18:28:00
1123,2023-12-11,1,Female,40,Electronics,2,30,10.8,60,21:04:00
1164,2023-04-07,1,Female,47,Beauty,3,500,245,1500,20:53:00
1425,2023-12-02,1,Female,55,Electronics,4,30,10.2,120,22:15:00
48,2023-10-06,2,Male,54,Electronics,3,300,123,900,17:34:00
118,2023-03-13,3,Female,30,Electronics,4,500,270,2000,20:07:00
203,2023-03-12,4,Male,56,Clothing,2,500,175,1000,21:33:00
305,2023-03-22,4,Female,18,Beauty,1,30,14.4,30,22:09:00
358,2023-10-12,4,Female,32,Beauty,1,300,132,300,18:32:00
376,2023-01-29,4,Female,64,Beauty,1,30,12,30,18:21:00
398,2023-02-23,5,Female,48,Clothing,2,300,114,600,21:17:00
411,2023-07-25,3,Male,62,Electronics,4,50,24.5,200,20:04:00
504,2023-03-31,4,Female,38,Beauty,3,50,22,150,18:07:00
970,2023-05-25,2,Male,59,Electronics,4,500,220,2000,18:13:00
996,2023-07-03,2,Male,62,Clothing,1,50,13.5,50,17:38:00
1048,2023-07-12,3,Male,54,Electronics,3,300,93,900,19:14:00
1118,2023-10-13,1,Female,30,Electronics,4,500,170,2000,17:24:00
1203,2023-11-26,2,Male,56,Clothing,2,500,145,1000,18:36:00
1305,2023-04-05,5,Female,18,Beauty,1,30,7.8,30,18:24:00
1358,2023-05-04,5,Female,32,Beauty,1,300,156,300,21:40:00
1376,2023-07-15,3,Female,64,Beauty,1,30,9.9,30,19:49:00
1398,2023-07-19,1,Female,48,Clothing,2,300,120,600,17:20:00
1411,2023-11-24,1,Male,62,Electronics,4,50,26,200,20:27:00
1504,2023-01-25,4,Female,38,Beauty,3,50,25.5,150,17:01:00
